publisher_id,sum(bid_price)
429,4.1376
635,8.0793
837,12.9268
828,6.0322000000000005
207,12.7838
644,3.5343
531,9.4228
661,10.8963
652,14.805700000000002
71,6.5052
375,7.150399999999999
545,2.5558
552,2.6982
34,15.7899
42,17.5653
816,14.7646
29,11.9688
595,17.0567
657,5.0562000000000005
230,9.254299999999999
799,2.7338999999999998
556,5.643599999999999
607,16.8909
93,16.4846
397,1.3906
471,5.4563
448,10.579
385,10.6503
533,5.5126
575,15.859
811,16.0716
600,11.0268
470,3.4530000000000003
494,5.5856
131,8.0078
639,1.2498
711,7.5848
137,11.3277
428,3.227
758,12.540799999999997
124,0.4408
571,4.1622
847,6.2783999999999995
150,7.1414
125,10.8307
246,0.6612
706,8.3432
870,8.5708
251,5.1666
520,5.0923
453,10.373899999999999
156,5.9423
961,7.254300000000001
916,4.7118
212,3.5189
682,7.7225
504,14.8922
986,2.3776
947,4.6924
995,8.4968
577,8.0394
474,2.6685
88,6.1983
679,3.2274
200,4.7468
668,12.670000000000002
871,2.6656
855,12.1111
463,13.6114
765,1.2795
445,0.7353
365,6.1968
546,5.1739999999999995
407,13.9998
347,14.0776
442,3.3388999999999998
491,5.5259
181,7.2571
510,5.8179
748,5.5356000000000005
905,14.7408
378,5.6381000000000006
732,13.2558
604,9.4576
861,5.4013
50,1.9493
845,5.7778
47,20.0227
286,5.9956
768,0.1584
521,0.463
888,16.062
843,8.1708
966,4.547599999999999
898,0.619
582,4.5316
228,10.552700000000002
720,6.834300000000001
159,7.756200000000001
381,7.2196
805,2.7484
481,3.1385
593,8.450700000000001
192,11.752500000000001
129,4.4717
28,1.0111
336,22.448800000000002
410,9.7306
798,7.9644
576,2.2249999999999996
319,5.6491
443,4.1022
589,12.504700000000001
808,8.1189
692,6.7861
528,9.1617
454,8.693
49,7.9399999999999995
742,6.4702
368,5.6167
716,17.149700000000003
314,2.2135000000000002
270,2.5498
647,3.5028
10,6.7782
887,5.9499
413,8.5426
891,2.957
63,8.6266
108,7.2986
849,0.8366
405,4.951
330,9.9283
103,12.251800000000001
992,3.5662
818,5.6249
74,4.282900000000001
18,8.298300000000001
497,9.9584
337,16.772
817,7.7652
195,13.4309
490,7.089500000000001
321,4.5959
267,4.8656
996,12.7387
344,6.8393999999999995
735,9.714699999999999
343,6.0784
766,9.708499999999999
167,1.0518
1000,7.9482
325,2.7603
296,8.9337
388,7.0981
704,7.8867
972,5.5026
574,2.6865
208,0.3239
173,5.1323
937,13.3629
515,12.6073
324,1.6036
279,4.2836
489,16.5355
663,2.0276
838,4.7402999999999995
266,0.6763
128,5.8005
844,15.242899999999999
70,6.0194
320,5.0582
145,6.2212
637,0.8785
613,8.364
846,2.7099
526,0.1173
2,1.1641
662,4.146599999999999
914,10.457999999999998
191,4.6696
525,1.9227
603,7.5973
289,11.7269
554,9.7088
538,4.0573
455,0.825
475,1.7185
396,3.6515
569,20.5062
834,1.4795
174,4.9013
989,3.9193
39,2.9866
60,5.4877
655,3.7863
466,4.1813
862,2.6549
441,1.786
565,1.8349
487,0.9021
303,3.8704
426,2.3022
579,1.7394
924,2.3994
391,4.3727
583,1.0453
285,4.9102
107,1.0388
605,9.015699999999999
252,6.7015
175,4.156000000000001
346,13.527600000000001
348,4.463
842,3.0903
930,4.7564
256,4.9548000000000005
106,6.0457
406,5.5877
404,9.224
568,6.7667
400,9.3568
638,4.399
434,3.5172
686,7.8197
826,1.4889
566,13.491499999999998
698,7.2622
578,2.0768
756,3.8758
48,16.366799999999998
530,16.5287
948,3.3144
127,9.2126
331,8.0381
562,13.4003
157,6.3056
988,8.171
674,5.710000000000001
667,10.557400000000001
21,6.4956
727,7.661300000000001
386,8.0269
796,5.7552
539,12.3919
222,15.280500000000002
731,3.6519
187,8.7945
431,8.3317
233,2.4917
61,0.3001
59,8.9688
853,5.1856
959,7.792
297,4.0084
144,13.105
211,6.6747
725,17.1867
921,6.4737
895,10.6328
584,5.3911
673,11.9282
427,9.9234
1,7.9958
46,3.2147
892,2.7631
744,5.8783
57,5.3014
962,8.4553
87,3.4836
896,19.3095
77,12.121
666,10.9527
919,14.543700000000001
881,2.1966
990,4.1665
623,7.4468
762,12.6095
483,8.184000000000001
291,3.9483
245,0.4746
714,7.1456
86,9.5527
672,2.4704
942,10.0602
352,8.3482
141,6.713799999999999
66,1.0977
819,3.3249
502,16.4292
78,9.0292
112,11.973600000000001
299,7.7157
305,14.0064
7,12.6462
247,5.3497
369,15.574300000000001
532,18.7528
753,12.9253
785,0.6905
750,9.5715
100,5.7892
260,8.8709
555,20.225
717,1.553
272,14.9083
302,4.8113
631,17.469
414,5.0286
675,2.6501
216,5.3911999999999995
149,12.623800000000001
394,10.7793
860,7.5137
946,1.3525
240,3.9702
261,1.3566
730,3.4588
707,6.4566
795,7.114
516,9.1638
695,14.6004
248,8.409799999999999
412,8.486
119,3.585
901,1.58
221,7.1488
318,6.2280999999999995
399,2.4101999999999997
19,10.1855
219,5.9442
25,1.6044
770,10.3188
478,4.5228
980,3.7691
13,7.9818999999999996
641,13.098199999999999
863,1.3776
153,6.6009
263,7.5217
965,1.289
435,9.0196
776,0.4624
417,13.8915
464,6.239
825,3.0042
121,7.1504
746,1.1426
335,3.2234
392,10.3988
169,5.1013
858,0.8623
148,10.123999999999999
84,0.6076
250,0.928
611,12.307500000000001
102,0.9166
380,1.2024
941,9.0063
775,7.6764
945,3.1926
783,4.7063
929,3.2189
241,3.1346
630,4.0724
519,8.0014
683,6.176699999999999
493,5.4003
214,2.3377
384,6.4382
300,6.354900000000001
782,2.7027
8,7.521100000000001
883,4.0762
549,1.9278
940,4.0648
591,22.0301
90,8.7698
850,7.728300000000001
877,2.894
276,2.4562
27,2.0786
580,2.4984
322,2.298
759,4.1406
342,5.0037
140,3.9967
734,9.2415
752,3.959
801,1.122
334,0.8854
340,0.7733
390,0.928
353,2.2151
979,1.2138
660,4.6721
618,1.2154
848,1.1468
938,19.6916
917,4.9027
99,4.0741
690,1.6616
363,6.4791
592,6.3549
590,1.1844
507,6.214
473,5.7629
839,2.6102
659,3.4689
658,23.3714
362,5.174
567,14.749
58,10.0211
968,3.327
697,6.5796
164,8.4908
757,1.6822
178,7.6671
377,0.3571
420,4.5728
886,11.6296
739,3.8983
963,8.657
712,8.6852
791,12.0987
24,7.1821
316,16.6408
559,4.3095
51,6.585999999999999
193,7.2348
53,6.9437999999999995
779,19.0544
737,9.7588
161,1.8248
447,8.518699999999999
771,16.3159
524,4.8755
111,10.3809
832,14.4373
622,0.6069
722,7.038399999999999
73,5.0451
669,10.2165
763,5.8505
36,3.1231
120,3.7213
923,3.9357
740,23.1568
4,2.9278
262,2.8301
792,7.8524
814,4.4651
718,4.1636
804,0.5871999999999999
649,4.4953
451,22.7755
957,13.6528
465,18.8338
794,6.267799999999999
809,9.5978
810,1.3984
152,9.4237
113,1.0759
421,7.108499999999999
899,5.4274000000000004
333,2.983
151,7.2780000000000005
889,19.891
998,6.844799999999999
529,5.625
349,5.7779
171,3.0603
724,10.1189
109,7.9865
541,10.6206
293,6.7219999999999995
645,17.4033
82,2.7584999999999997
955,3.6163
329,7.0593
736,5.1897
688,8.8466
640,10.998999999999999
927,4.299
694,3.3032
188,0.7406
116,4.6845
974,3.3706
292,6.2578000000000005
749,9.815100000000001
203,1.3455
461,3.0924
511,6.6366
703,14.5429
761,3.856
656,6.876099999999999
290,11.1464
68,9.9778
424,7.2097999999999995
284,2.4833
685,8.1067
202,12.0139
807,12.5854
773,6.9636
815,6.517
777,8.4172
633,11.79
38,11.3552
446,8.872
72,0.5246
729,6.930499999999999
370,1.6476
210,17.9572
608,11.876300000000002
931,0.9885
136,3.8946
904,2.9236
201,1.6515
415,5.2036
501,7.0822
389,7.6682
872,12.416599999999999
629,11.6296
41,11.308900000000001
558,11.1395
585,10.7527
894,19.625799999999998
327,1.8509000000000002
218,3.0837
548,9.8032
20,7.2367
882,10.296800000000001
105,4.2368
23,8.7424
197,1.9793
274,6.6469000000000005
994,2.0858
708,2.8575
295,8.9472
271,1.3884
632,0.552
671,13.641
176,6.0726
89,0.9045
33,4.3433
840,4.25
433,5.779400000000001
821,12.5752
570,4.7046
294,3.2003
372,7.0468
76,5.4092
138,1.9973
922,5.8914
345,8.9084
215,2.836
564,5.3673
705,1.9366
651,4.1968
913,10.7884
856,11.1852
147,12.4955
537,2.3777
678,8.2467
654,5.3865
884,5.9052
616,18.2383
12,5.6471
430,8.8351
902,1.3127
606,10.9368
976,13.4656
920,6.1622
3,6.143
281,9.6415
311,6.8465
499,3.0118
196,0.6688
614,1.2512
999,4.3907
665,5.5502
793,7.7471
709,4.9764
488,3.6334999999999997
315,5.722799999999999
523,9.1155
56,2.7251000000000003
232,10.7619
359,6.4595
505,1.384
43,12.985700000000001
94,0.8084
624,13.8865
943,2.5703
283,7.2018
835,0.383
416,5.8841
900,4.5952
206,2.0822
223,2.1304
437,2.1621
146,0.6205
484,3.8095
954,0.6831
534,1.9073
985,3.3486
910,3.5749
234,5.4777
339,4.2068
40,3.2601
503,1.3379
588,2.6732
402,2.8547
909,3.6011
912,1.7257
