day,sum(bid_price)
2024-03-15,43923.456500000015
2024-03-16,43590.51590000002
2024-03-17,43777.989099999955
2024-03-18,44460.56540000005
2024-03-19,43712.97389999998
2024-03-20,43520.86730000004
2024-03-21,43107.287899999996
2024-03-22,44085.625000000044
2024-03-23,43641.94179999997
2024-03-24,43067.302900000024
2024-03-25,43709.17259999998
2024-03-26,42620.47160000003
2024-03-27,42804.68740000006
2024-03-28,43591.01599999999
2024-03-29,42836.28559999999
2024-03-30,43440.930800000075
2024-03-31,43329.36800000006
2024-04-01,43864.14320000006
2024-04-02,43782.72660000004
2024-04-03,43409.40049999995
2024-04-04,43652.11540000001
2024-04-05,43666.7397
2024-04-06,42591.4987
2024-04-07,43757.410200000035
2024-04-08,43498.573800000035
2024-04-09,43120.456900000005
2024-04-10,43745.035399999964
2024-04-11,42962.62780000001
2024-04-12,43913.32609999998
2024-04-13,42735.005099999966
2024-04-14,43666.82920000001
2024-04-15,43578.6949
2024-04-16,43095.24460000005
2024-04-17,43282.37330000006
2024-04-18,43191.40809999998
2024-04-19,43325.12379999998
2024-04-20,44069.34789999996
2024-04-21,43575.31789999998
2024-04-22,43286.72320000001
2024-04-23,43399.6272
2024-04-24,43762.78899999995
2024-04-25,42584.876299999974
2024-04-26,43855.90719999992
2024-04-27,43920.33400000003
2024-04-28,43536.7973
2024-04-29,43204.67080000003
2024-04-30,44012.89780000007
2024-05-01,43354.24770000002
2024-05-02,42889.61029999997
2024-05-03,43642.004699999976
2024-05-04,43436.88680000005
2024-05-05,43314.041800000006
2024-05-06,43552.235599999985
2024-05-07,43589.068699999974
2024-05-08,43165.410099999965
2024-05-09,43308.2427
2024-05-10,43504.99480000007
2024-05-11,44108.35829999995
2024-05-12,43234.73039999998
2024-05-13,43319.73770000004
2024-05-14,42749.1642
2024-05-15,42848.55160000005
2024-05-16,43518.2985
2024-05-17,43359.27599999994
2024-05-18,43092.965800000005
2024-05-19,42982.02739999998
2024-05-20,42686.015599999984
2024-05-21,43963.0284
2024-05-22,43097.862899999986
2024-05-23,43149.15870000003
2024-05-24,43563.357499999984
2024-05-25,43165.637499999975
2024-05-26,44276.70140000003
2024-05-27,43183.86590000001
2024-05-28,42841.50589999996
2024-05-29,43049.88889999998
2024-05-30,43294.19669999997
2024-05-31,43581.42090000002
2024-06-01,43797.611000000026
2024-06-02,42995.81550000002
2024-06-03,43960.052399999986
2024-06-04,43480.70020000002
2024-06-05,43284.53690000002
2024-06-06,43156.91989999992
2024-06-07,43472.71610000001
2024-06-08,43653.84129999998
2024-06-09,43852.40390000003
2024-06-10,43684.221000000005
2024-06-11,44495.863399999995
2024-06-12,43247.57340000002
2024-06-13,43541.281500000005
2024-06-14,43341.64069999999
2024-06-15,42971.14049999996
2024-06-16,43659.77129999998
2024-06-17,43667.9185
2024-06-18,43777.34350000001
2024-06-19,43057.81850000008
2024-06-20,43703.651300000085
2024-06-21,43470.8972999999
2024-06-22,42710.5787
2024-06-23,43967.495199999976
2024-06-24,43260.10719999992
2024-06-25,44388.89740000003
2024-06-26,43450.67999999997
2024-06-27,43632.08819999999
2024-06-28,43929.70409999997
2024-06-29,43718.79110000002
2024-06-30,43385.48900000003
2024-07-01,44103.14580000003
2024-07-02,43776.1883
2024-07-03,43287.03460000004
2024-07-04,43494.94900000004
2024-07-05,43967.439399999996
2024-07-06,43466.198899999996
2024-07-07,42720.258500000025
2024-07-08,44696.92549999997
2024-07-09,43518.839499999944
2024-07-10,43821.11749999993
2024-07-11,43302.77169999998
2024-07-12,43418.63519999996
2024-07-13,43331.99739999992
2024-07-14,43027.23580000007
2024-07-15,43319.676999999996
2024-07-16,43327.1184
2024-07-17,44564.9587
2024-07-18,43423.291199999985
2024-07-19,43701.30840000002
2024-07-20,43386.91309999991
2024-07-21,43739.703299999994
2024-07-22,43675.91680000004
2024-07-23,43643.24940000001
2024-07-24,43800.91350000004
2024-07-25,43834.47619999994
2024-07-26,42940.15239999998
2024-07-27,43085.99700000002
2024-07-28,43595.451200000054
2024-07-29,43240.379399999976
2024-07-30,43056.58260000004
2024-07-31,43373.435500000065
2024-08-01,43257.46840000003
2024-08-02,43792.869700000025
2024-08-03,43663.60419999992
2024-08-04,43602.481900000006
2024-08-05,43720.44459999993
2024-08-06,43098.14600000002
2024-08-07,42705.71939999997
2024-08-08,42913.0278
2024-08-09,43935.6262
2024-08-10,43529.90710000001
2024-08-11,43339.40610000002
2024-08-12,44051.312499999985
2024-08-13,42770.94709999998
2024-08-14,43457.54410000001
2024-08-15,43985.202199999985
2024-08-16,43004.53440000001
2024-08-17,43590.763399999996
2024-08-18,43322.6125
2024-08-19,43996.18379999997
2024-08-20,43349.96849999997
2024-08-21,42770.09680000003
2024-08-22,43815.00659999998
2024-08-23,43691.20159999991
2024-08-24,43008.65639999996
2024-08-25,43126.13040000001
2024-08-26,43867.297299999955
2024-08-27,43076.550299999966
2024-08-28,42498.03730000006
2024-08-29,43355.475699999915
2024-08-30,43088.04940000005
2024-08-31,43270.93449999993
2024-09-01,43885.31730000001
2024-09-02,43249.43420000004
2024-09-03,43239.33119999999
2024-09-04,43565.1768
2024-09-05,43265.35509999997
2024-09-06,42977.61299999996
2024-09-07,44242.5578000001
2024-09-08,43775.279900000045
2024-09-09,42910.778299999976
2024-09-10,44520.16020000004
2024-09-11,43519.544300000016
2024-09-12,43874.408099999986
2024-09-13,43347.42450000003
2024-09-14,43940.06989999999
2024-09-15,43705.32219999996
2024-09-16,43589.916500000036
2024-09-17,43674.69640000004
2024-09-18,42860.16879999998
2024-09-19,43770.704400000046
2024-09-20,43581.32250000001
2024-09-21,43498.186099999955
2024-09-22,42832.79660000006
2024-09-23,42994.79709999998
2024-09-24,42819.75320000002
2024-09-25,43748.294299999994
2024-09-26,42554.90529999997
2024-09-27,44431.87859999992
2024-09-28,44695.98869999997
2024-09-29,43769.11909999997
2024-09-30,43823.411100000056
2024-10-01,43556.238000000005
2024-10-02,44492.96529999997
2024-10-03,42957.4344
2024-10-04,44705.1263
2024-10-05,43381.49659999996
2024-10-06,43136.610100000005
2024-10-07,43864.30559999992
2024-10-08,43860.77339999996
2024-10-09,43932.14749999999
2024-10-10,43042.51520000001
2024-10-11,43045.71450000006
2024-10-12,43456.39180000001
2024-10-13,43233.784099999946
2024-10-14,42919.11610000007
2024-10-15,43745.303700000004
2024-10-16,44410.46070000007
2024-10-17,43756.24910000003
2024-10-18,43304.710300000006
2024-10-19,43884.44379999992
2024-10-20,43630.29059999999
2024-10-21,43850.72260000002
2024-10-22,43695.374099999986
2024-10-23,43495.12200000001
2024-10-24,43390.66389999992
2024-10-25,43962.35660000004
2024-10-26,43497.25189999997
2024-10-27,42908.341599999956
2024-10-28,43215.52599999998
2024-10-29,43388.78540000001
2024-10-30,42898.37790000002
2024-10-31,43368.220799999996
2024-11-01,43902.98729999997
2024-11-02,43488.90789999999
2024-11-03,43115.53329999996
2024-11-04,43723.23599999994
2024-11-05,43125.612500000025
2024-11-06,43636.15830000004
2024-11-07,43251.78470000003
2024-11-08,44104.27999999992
2024-11-09,44196.66490000005
2024-11-10,43843.498399999924
2024-11-11,42916.89520000001
2024-11-12,43763.1084
2024-11-13,43049.12829999997
2024-11-14,43277.73760000002
2024-11-15,43973.50389999999
2024-11-16,44422.933600000004
2024-11-17,43520.16479999996
2024-11-18,44039.28299999998
2024-11-19,44052.24150000003
2024-11-20,43598.929500000006
2024-11-21,43848.0931
2024-11-22,43176.872199999976
2024-11-23,43716.265099999946
2024-11-24,43347.7446
2024-11-25,44032.84440000003
2024-11-26,43550.78930000005
2024-11-27,43201.44049999995
2024-11-28,43164.75090000005
2024-11-29,44128.62920000001
2024-11-30,43129.1646
2024-12-01,42944.05809999995
2024-12-02,43152.27360000003
2024-12-03,43405.345400000006
2024-12-04,44035.138799999986
2024-12-05,43238.92629999999
2024-12-06,42947.644300000014
2024-12-07,43960.42500000004
2024-12-08,42834.42249999996
2024-12-09,43577.20050000003
2024-12-10,43557.14850000005
2024-12-11,44180.54649999997
2024-12-12,44310.90040000004
2024-12-13,43481.9442
2024-12-14,43544.90920000005
2024-12-15,42985.44380000002
2024-12-16,43421.43909999997
2024-12-17,44124.8553
2024-12-18,43959.803299999956
2024-12-19,42760.01830000004
2024-12-20,44279.149999999965
2024-12-21,43414.717700000045
2024-12-22,43727.59600000003
2024-12-23,43156.746799999935
2024-12-24,44510.50810000003
2024-12-25,43248.04279999996
2024-12-26,43290.597
2024-12-27,44411.43150000001
2024-12-28,43114.63739999996
2024-12-29,43769.97979999996
2024-12-30,43648.17060000004
