publisher_id,sum(bid_price)
28,1.0111
443,4.1022
531,9.422799999999999
525,1.9227
603,7.5973
828,6.0322000000000005
716,17.1497
139,10.1528
845,5.7778
768,0.1584
582,4.5316
314,2.2135000000000002
88,6.1983
947,4.6924
986,2.3776
413,8.5426
405,4.951
70,6.0194
270,2.5498
647,3.5028
521,0.463
579,1.7394
914,10.457999999999998
2,1.1641
497,9.9584
924,2.3994
742,6.4702
303,3.8704
916,4.7118
50,1.9493
635,8.0793
388,7.0981
644,3.5343
42,17.5653
989,3.9193
246,0.6612
251,5.1666
870,8.5708
766,9.7085
321,4.5959
554,9.7088
583,1.0453
125,10.8307
972,5.502599999999999
181,7.2571
208,0.3239
692,6.7861
481,3.1385
732,13.255799999999999
344,6.8393999999999995
285,4.9102
192,11.752500000000001
891,2.957
655,3.7863
849,0.8366
396,3.6515
212,3.5189
368,5.6167
391,4.3727
805,2.7484
475,1.7185
704,7.8867
455,0.825
538,4.0573
325,2.7603
637,0.8785
441,1.786
145,6.2212
